"DFU","Period","Demand","Opening.Inventories","Supply.Plan","Min.Stocks.Coverage","Max.Stocks.Coverage"
"Item 000027",2023-02-26,102,0,0,4,8
"Item 000028",2023-02-26,424,0,0,6,10
"Item 000029",2023-02-26,841,0,0,4,12
"Item 000030",2023-02-26,855,0,0,4,12
"Item 000031",2023-02-26,76,0,0,6,8
"Item 000032",2023-02-26,245,0,0,6,8
"Item 000033",2023-02-26,2900,0,0,6,8
"Item 000034",2023-02-26,19,0,0,6,8
"Item 000035",2023-02-26,150,0,0,6,8
"Item 000036",2023-02-26,40,0,0,6,8
"Item 000037",2023-02-26,732,0,0,6,8
"Item 000038",2023-02-26,1510,0,0,6,8
"Item 000039",2023-02-26,156,0,455,6,8
"Item 000040",2023-02-26,88,0,0,6,8
"Item 000041",2023-02-26,1394,0,0,6,8
"Item 000042",2023-02-26,408,0,1785,6,8
"Item 000043",2023-02-26,614,0,0,6,8
"Item 000044",2023-02-26,899,0,0,6,8
"Item 000045",2023-02-26,25,0,0,6,8
"Item 000046",2023-02-26,207,0,2160,6,8
"Item 000047",2023-02-26,135,0,0,6,8
"Item 000048",2023-02-26,679,0,0,6,8
"Item 000049",2023-02-26,419,0,0,6,8
"Item 000050",2023-02-26,77,0,0,6,8
"Item 000001",2023-03-05,73,0,0,4,8
"Item 000002",2023-03-05,28,0,0,4,6
"Item 000003",2023-03-05,145,0,0,4,12
"Item 000004",2023-03-05,72,0,0,6,6
"Item 000005",2023-03-05,31,0,0,4,12
"Item 000006",2023-03-05,617,0,0,6,6
"Item 000007",2023-03-05,78,0,0,4,8
"Item 000008",2023-03-05,713,0,0,6,10
"Item 000009",2023-03-05,66,0,0,4,12
"Item 000010",2023-03-05,67,0,0,4,12
"Item 000011",2023-03-05,89,0,0,4,8
"Item 000012",2023-03-05,61,0,0,4,12
"Item 000013",2023-03-05,946,0,0,6,10
"Item 000014",2023-03-05,69,0,0,6,10
"Item 000015",2023-03-05,82,0,0,6,12
"Item 000016",2023-03-05,885,0,0,6,10
"Item 000017",2023-03-05,14,0,0,4,12
"Item 000018",2023-03-05,827,0,0,6,8
"Item 000019",2023-03-05,54,0,0,4,26
"Item 000020",2023-03-05,889,0,0,6,10
"Item 000021",2023-03-05,223,0,0,4,12
"Item 000022",2023-03-05,94,0,0,6,12
"Item 000023",2023-03-05,76,0,0,6,26
"Item 000024",2023-03-05,60,0,0,6,26
"Item 000025",2023-03-05,64,0,0,4,12
"Item 000026",2023-03-05,76,0,0,4,8
"Item 000027",2023-03-05,29,0,0,4,8
"Item 000028",2023-03-05,32,0,0,6,10
"Item 000029",2023-03-05,541,0,0,4,12
"Item 000030",2023-03-05,956,0,0,4,12
"Item 000031",2023-03-05,34,0,0,6,8
"Item 000032",2023-03-05,690,0,0,6,8
"Item 000033",2023-03-05,2476,0,0,6,8
"Item 000034",2023-03-05,0,0,0,6,8
"Item 000035",2023-03-05,150,0,0,6,8
"Item 000036",2023-03-05,31,0,0,6,8
"Item 000037",2023-03-05,977,0,0,6,8
"Item 000038",2023-03-05,1607,0,0,6,8
"Item 000039",2023-03-05,101,0,0,6,8
"Item 000040",2023-03-05,88,0,0,6,8
"Item 000041",2023-03-05,1448,0,0,6,8
"Item 000042",2023-03-05,357,0,0,6,8
"Item 000043",2023-03-05,584,0,0,6,8
"Item 000044",2023-03-05,859,0,0,6,8
"Item 000045",2023-03-05,24,0,0,6,8
"Item 000046",2023-03-05,206,0,0,6,8
"Item 000047",2023-03-05,136,0,0,6,8
"Item 000048",2023-03-05,549,0,0,6,8
"Item 000049",2023-03-05,291,0,0,6,8
"Item 000050",2023-03-05,74,0,0,6,8
"Item 000001",2023-03-12,0,0,0,4,8
"Item 000002",2023-03-12,28,0,0,4,6
"Item 000003",2023-03-12,145,0,0,4,12
"Item 000004",2023-03-12,72,0,0,6,6
"Item 000005",2023-03-12,31,0,0,4,12
"Item 000006",2023-03-12,880,0,0,6,6
"Item 000007",2023-03-12,62,0,0,4,8
"Item 000008",2023-03-12,637,0,0,6,10
"Item 000009",2023-03-12,66,0,0,4,12
"Item 000010",2023-03-12,67,0,0,4,12
"Item 000011",2023-03-12,91,0,0,4,8
"Item 000012",2023-03-12,89,0,0,4,12
"Item 000013",2023-03-12,508,0,0,6,10
"Item 000014",2023-03-12,91,0,0,6,10
"Item 000015",2023-03-12,64,0,0,6,12
"Item 000016",2023-03-12,798,0,0,6,10
"Item 000017",2023-03-12,15,0,0,4,12
"Item 000018",2023-03-12,835,0,0,6,8
"Item 000019",2023-03-12,55,0,0,4,26
"Item 000020",2023-03-12,866,0,0,6,10
"Item 000021",2023-03-12,223,0,0,4,12
"Item 000022",2023-03-12,53,0,0,6,12
"Item 000023",2023-03-12,94,0,0,6,26
"Item 000024",2023-03-12,98,0,0,6,26
"Item 000025",2023-03-12,82,0,0,4,12
"Item 000026",2023-03-12,97,0,0,4,8
"Item 000027",2023-03-12,29,0,0,4,8
"Item 000028",2023-03-12,32,0,0,6,10
"Item 000029",2023-03-12,523,0,0,4,12
"Item 000030",2023-03-12,812,0,0,4,12
"Item 000031",2023-03-12,34,0,0,6,8
"Item 000032",2023-03-12,781,0,0,6,8
"Item 000033",2023-03-12,2476,0,0,6,8
"Item 000034",2023-03-12,0,0,0,6,8
"Item 000035",2023-03-12,150,0,0,6,8
"Item 000036",2023-03-12,31,0,0,6,8
"Item 000037",2023-03-12,881,0,0,6,8
"Item 000038",2023-03-12,1607,0,0,6,8
"Item 000039",2023-03-12,101,0,0,6,8
"Item 000040",2023-03-12,88,0,0,6,8
"Item 000041",2023-03-12,1448,0,0,6,8
"Item 000042",2023-03-12,357,0,0,6,8
"Item 000043",2023-03-12,584,0,0,6,8
"Item 000044",2023-03-12,750,0,0,6,8
"Item 000045",2023-03-12,24,0,0,6,8
"Item 000046",2023-03-12,206,0,0,6,8
"Item 000047",2023-03-12,136,0,0,6,8
"Item 000048",2023-03-12,549,0,0,6,8
"Item 000049",2023-03-12,291,0,0,6,8
"Item 000050",2023-03-12,74,0,0,6,8
"Item 000001",2023-03-19,0,0,0,4,8
"Item 000002",2023-03-19,28,0,0,4,6
"Item 000003",2023-03-19,145,0,0,4,12
"Item 000004",2023-03-19,72,0,0,6,6
"Item 000005",2023-03-19,31,0,0,4,12
"Item 000006",2023-03-19,938,0,0,6,6
"Item 000007",2023-03-19,60,0,0,4,8
"Item 000008",2023-03-19,688,0,0,6,10
"Item 000009",2023-03-19,66,0,0,4,12
"Item 000010",2023-03-19,67,0,0,4,12
"Item 000011",2023-03-19,74,0,0,4,8
"Item 000012",2023-03-19,75,0,0,4,12
"Item 000013",2023-03-19,908,0,0,6,10
"Item 000014",2023-03-19,96,0,0,6,10
"Item 000015",2023-03-19,78,0,0,6,12
"Item 000016",2023-03-19,831,0,0,6,10
"Item 000017",2023-03-19,16,0,0,4,12
"Item 000018",2023-03-19,828,0,0,6,8
"Item 000019",2023-03-19,58,0,0,4,26
"Item 000020",2023-03-19,635,0,0,6,10
"Item 000021",2023-03-19,223,0,0,4,12
"Item 000022",2023-03-19,58,0,0,6,12
"Item 000023",2023-03-19,60,0,0,6,26
"Item 000024",2023-03-19,65,0,0,6,26
"Item 000025",2023-03-19,84,0,0,4,12
"Item 000026",2023-03-19,81,0,0,4,8
"Item 000027",2023-03-19,29,0,0,4,8
"Item 000028",2023-03-19,32,0,0,6,10
"Item 000029",2023-03-19,799,0,0,4,12
"Item 000030",2023-03-19,890,0,0,4,12
"Item 000031",2023-03-19,34,0,0,6,8
"Item 000032",2023-03-19,674,0,0,6,8
"Item 000033",2023-03-19,2476,0,0,6,8
"Item 000034",2023-03-19,0,0,0,6,8
"Item 000035",2023-03-19,150,0,0,6,8
"Item 000036",2023-03-19,31,0,0,6,8
"Item 000037",2023-03-19,667,0,0,6,8
"Item 000038",2023-03-19,1607,0,0,6,8
"Item 000039",2023-03-19,101,0,0,6,8
"Item 000040",2023-03-19,88,0,0,6,8
"Item 000041",2023-03-19,1448,0,0,6,8
"Item 000042",2023-03-19,357,0,0,6,8
"Item 000043",2023-03-19,584,0,0,6,8
"Item 000044",2023-03-19,717,0,0,6,8
"Item 000045",2023-03-19,24,0,0,6,8
"Item 000046",2023-03-19,206,0,0,6,8
"Item 000047",2023-03-19,136,0,0,6,8
"Item 000048",2023-03-19,549,0,0,6,8
"Item 000049",2023-03-19,291,0,0,6,8
"Item 000050",2023-03-19,74,0,0,6,8
"Item 000001",2023-03-26,27,0,0,4,8
"Item 000002",2023-03-26,18,0,0,4,6
"Item 000003",2023-03-26,83,0,0,4,12
"Item 000004",2023-03-26,48,0,0,6,6
"Item 000005",2023-03-26,18,0,0,4,12
"Item 000006",2023-03-26,779,0,0,6,6
"Item 000007",2023-03-26,92,0,0,4,8
"Item 000008",2023-03-26,670,0,0,6,10
"Item 000009",2023-03-26,29,0,0,4,12
"Item 000010",2023-03-26,39,0,0,4,12
"Item 000011",2023-03-26,67,0,0,4,8
"Item 000012",2023-03-26,67,0,0,4,12
"Item 000013",2023-03-26,968,0,0,6,10
"Item 000014",2023-03-26,58,0,0,6,10
"Item 000015",2023-03-26,87,0,0,6,12
"Item 000016",2023-03-26,866,0,0,6,10
"Item 000017",2023-03-26,17,0,0,4,12
"Item 000018",2023-03-26,882,0,0,6,8
"Item 000019",2023-03-26,53,0,0,4,26
"Item 000020",2023-03-26,898,0,0,6,10
"Item 000021",2023-03-26,124,0,0,4,12
"Item 000022",2023-03-26,51,0,0,6,12
"Item 000023",2023-03-26,99,0,0,6,26
"Item 000024",2023-03-26,81,0,0,6,26
"Item 000025",2023-03-26,74,0,0,4,12
"Item 000026",2023-03-26,81,0,0,4,8
"Item 000027",2023-03-26,13,0,0,4,8
"Item 000028",2023-03-26,14,0,0,6,10
"Item 000029",2023-03-26,700,0,0,4,12
"Item 000030",2023-03-26,817,0,0,4,12
"Item 000031",2023-03-26,19,0,0,6,8
"Item 000032",2023-03-26,163,0,0,6,8
"Item 000033",2023-03-26,1539,0,0,6,8
"Item 000034",2023-03-26,0,0,0,6,8
"Item 000035",2023-03-26,86,0,0,6,8
"Item 000036",2023-03-26,17,0,0,6,8
"Item 000037",2023-03-26,3,0,0,6,8
"Item 000038",2023-03-26,849,0,0,6,8
"Item 000039",2023-03-26,56,0,0,6,8
"Item 000040",2023-03-26,53,0,0,6,8
"Item 000041",2023-03-26,809,0,0,6,8
"Item 000042",2023-03-26,204,0,0,6,8
"Item 000043",2023-03-26,344,0,0,6,8
"Item 000044",2023-03-26,890,0,0,6,8
"Item 000045",2023-03-26,14,0,0,6,8
"Item 000046",2023-03-26,114,0,0,6,8
"Item 000047",2023-03-26,58,0,0,6,8
"Item 000048",2023-03-26,266,0,0,6,8
"Item 000049",2023-03-26,211,0,0,6,8
"Item 000050",2023-03-26,39,0,0,6,8
"Item 000001",2023-04-02,187,0,0,4,8
"Item 000002",2023-04-02,39,0,0,4,6
"Item 000003",2023-04-02,145,0,0,4,12
"Item 000004",2023-04-02,121,0,0,6,6
"Item 000005",2023-04-02,31,0,0,4,12
"Item 000006",2023-04-02,713,0,0,6,6
"Item 000007",2023-04-02,69,0,0,4,8
"Item 000008",2023-04-02,759,0,0,6,10
"Item 000009",2023-04-02,59,0,0,4,12
"Item 000010",2023-04-02,73,0,0,4,12
"Item 000011",2023-04-02,94,0,0,4,8
"Item 000012",2023-04-02,82,0,0,4,12
"Item 000013",2023-04-02,557,0,0,6,10
"Item 000014",2023-04-02,57,0,0,6,10
"Item 000015",2023-04-02,92,0,0,6,12
"Item 000016",2023-04-02,763,0,0,6,10
"Item 000017",2023-04-02,18,0,0,4,12
"Item 000018",2023-04-02,601,0,0,6,8
"Item 000019",2023-04-02,54,0,0,4,26
"Item 000020",2023-04-02,524,0,0,6,10
"Item 000021",2023-04-02,198,0,0,4,12
"Item 000022",2023-04-02,54,0,0,6,12
"Item 000023",2023-04-02,57,0,0,6,26
"Item 000024",2023-04-02,88,0,0,6,26
"Item 000025",2023-04-02,70,0,0,4,12
"Item 000026",2023-04-02,80,0,0,4,8
"Item 000027",2023-04-02,0,0,0,4,8
"Item 000028",2023-04-02,0,0,0,6,10
"Item 000029",2023-04-02,813,0,0,4,12
"Item 000030",2023-04-02,780,0,0,4,12
"Item 000031",2023-04-02,34,0,0,6,8
"Item 000032",2023-04-02,1141,0,0,6,8
"Item 000033",2023-04-02,3342,0,0,6,8
"Item 000034",2023-04-02,0,0,0,6,8
"Item 000035",2023-04-02,150,0,0,6,8
"Item 000036",2023-04-02,23,0,0,6,8
"Item 000037",2023-04-02,20,0,0,6,8
"Item 000038",2023-04-02,1117,0,0,6,8
"Item 000039",2023-04-02,90,0,0,6,8
"Item 000040",2023-04-02,106,0,0,6,8
"Item 000041",2023-04-02,1320,0,0,6,8
"Item 000042",2023-04-02,357,0,0,6,8
"Item 000043",2023-04-02,653,0,0,6,8
"Item 000044",2023-04-02,766,0,0,6,8
"Item 000045",2023-04-02,26,0,0,6,8
"Item 000046",2023-04-02,180,0,0,6,8
"Item 000047",2023-04-02,0,0,0,6,8
"Item 000048",2023-04-02,211,0,0,6,8
"Item 000049",2023-04-02,605,0,0,6,8
"Item 000050",2023-04-02,49,0,0,6,8
"Item 000001",2023-04-09,187,0,0,4,8
"Item 000002",2023-04-09,39,0,0,4,6
"Item 000003",2023-04-09,145,0,0,4,12
"Item 000004",2023-04-09,121,0,0,6,6
"Item 000005",2023-04-09,31,0,0,4,12
"Item 000006",2023-04-09,628,0,0,6,6
"Item 000007",2023-04-09,98,0,0,4,8
"Item 000008",2023-04-09,918,0,0,6,10
"Item 000009",2023-04-09,72,0,0,4,12
"Item 000010",2023-04-09,73,0,0,4,12
"Item 000011",2023-04-09,61,0,0,4,8
"Item 000012",2023-04-09,92,0,0,4,12
"Item 000013",2023-04-09,980,0,0,6,10
"Item 000014",2023-04-09,98,0,0,6,10
"Item 000015",2023-04-09,59,0,0,6,12
"Item 000016",2023-04-09,725,0,0,6,10
"Item 000017",2023-04-09,19,0,0,4,12
"Item 000018",2023-04-09,900,0,0,6,8
"Item 000019",2023-04-09,53,0,0,4,26
"Item 000020",2023-04-09,617,0,0,6,10
"Item 000021",2023-04-09,198,0,0,4,12
"Item 000022",2023-04-09,63,0,0,6,12
"Item 000023",2023-04-09,60,0,0,6,26
"Item 000024",2023-04-09,72,0,0,6,26
"Item 000025",2023-04-09,98,0,0,4,12
"Item 000026",2023-04-09,81,0,0,4,8
"Item 000027",2023-04-09,0,0,0,4,8
"Item 000028",2023-04-09,0,0,0,6,10
"Item 000029",2023-04-09,590,0,0,4,12
"Item 000030",2023-04-09,628,0,0,4,12
"Item 000031",2023-04-09,34,0,0,6,8
"Item 000032",2023-04-09,1141,0,0,6,8
"Item 000033",2023-04-09,3342,0,0,6,8
"Item 000034",2023-04-09,0,0,0,6,8
"Item 000035",2023-04-09,150,0,0,6,8
"Item 000036",2023-04-09,23,0,0,6,8
"Item 000037",2023-04-09,20,0,0,6,8
"Item 000038",2023-04-09,1117,0,0,6,8
"Item 000039",2023-04-09,90,0,0,6,8
"Item 000040",2023-04-09,106,0,0,6,8
"Item 000041",2023-04-09,1320,0,0,6,8
"Item 000042",2023-04-09,357,0,0,6,8
"Item 000043",2023-04-09,653,0,0,6,8
"Item 000044",2023-04-09,916,0,0,6,8
"Item 000045",2023-04-09,26,0,0,6,8
"Item 000046",2023-04-09,180,0,0,6,8
"Item 000047",2023-04-09,0,0,0,6,8
"Item 000048",2023-04-09,211,0,0,6,8
"Item 000049",2023-04-09,605,0,0,6,8
"Item 000050",2023-04-09,49,0,0,6,8
"Item 000001",2023-04-16,187,0,0,4,8
"Item 000002",2023-04-16,39,0,0,4,6
"Item 000003",2023-04-16,145,0,0,4,12
"Item 000004",2023-04-16,121,0,0,6,6
"Item 000005",2023-04-16,31,0,0,4,12
"Item 000006",2023-04-16,959,0,0,6,6
"Item 000007",2023-04-16,85,0,0,4,8
"Item 000008",2023-04-16,773,0,0,6,10
"Item 000009",2023-04-16,52,0,0,4,12
"Item 000010",2023-04-16,73,0,0,4,12
"Item 000011",2023-04-16,61,0,0,4,8
"Item 000012",2023-04-16,74,0,0,4,12
"Item 000013",2023-04-16,791,0,0,6,10
"Item 000014",2023-04-16,67,0,0,6,10
"Item 000015",2023-04-16,99,0,0,6,12
"Item 000016",2023-04-16,602,0,0,6,10
"Item 000017",2023-04-16,20,0,0,4,12
"Item 000018",2023-04-16,945,0,0,6,8
"Item 000019",2023-04-16,95,0,0,4,26
"Item 000020",2023-04-16,560,0,0,6,10
"Item 000021",2023-04-16,198,0,0,4,12
"Item 000022",2023-04-16,94,0,0,6,12
"Item 000023",2023-04-16,100,0,0,6,26
"Item 000024",2023-04-16,56,0,0,6,26
"Item 000025",2023-04-16,84,0,0,4,12
"Item 000026",2023-04-16,62,0,0,4,8
"Item 000027",2023-04-16,0,0,0,4,8
"Item 000028",2023-04-16,0,0,0,6,10
"Item 000029",2023-04-16,679,0,0,4,12
"Item 000030",2023-04-16,717,0,0,4,12
"Item 000031",2023-04-16,34,0,0,6,8
"Item 000032",2023-04-16,1141,0,0,6,8
"Item 000033",2023-04-16,3342,0,0,6,8
"Item 000034",2023-04-16,0,0,0,6,8
"Item 000035",2023-04-16,150,0,0,6,8
"Item 000036",2023-04-16,23,0,0,6,8
"Item 000037",2023-04-16,20,0,0,6,8
"Item 000038",2023-04-16,1117,0,0,6,8
"Item 000039",2023-04-16,90,0,0,6,8
"Item 000040",2023-04-16,106,0,0,6,8
"Item 000041",2023-04-16,1320,0,0,6,8
"Item 000042",2023-04-16,357,0,0,6,8
"Item 000043",2023-04-16,653,0,0,6,8
"Item 000044",2023-04-16,785,0,0,6,8
"Item 000045",2023-04-16,26,0,0,6,8
"Item 000046",2023-04-16,180,0,0,6,8
"Item 000047",2023-04-16,0,0,0,6,8
"Item 000048",2023-04-16,211,0,0,6,8
"Item 000049",2023-04-16,605,0,0,6,8
"Item 000050",2023-04-16,49,0,0,6,8
"Item 000001",2023-04-23,161,0,0,4,8
"Item 000002",2023-04-23,33,0,0,4,6
"Item 000003",2023-04-23,124,0,0,4,12
"Item 000004",2023-04-23,103,0,0,6,6
"Item 000005",2023-04-23,26,0,0,4,12
"Item 000006",2023-04-23,617,0,0,6,6
"Item 000007",2023-04-23,83,0,0,4,8
"Item 000008",2023-04-23,722,0,0,6,10
"Item 000009",2023-04-23,97,0,0,4,12
"Item 000010",2023-04-23,63,0,0,4,12
"Item 000011",2023-04-23,96,0,0,4,8
"Item 000012",2023-04-23,56,0,0,4,12
"Item 000013",2023-04-23,915,0,0,6,10
"Item 000014",2023-04-23,81,0,0,6,10
"Item 000015",2023-04-23,91,0,0,6,12
"Item 000016",2023-04-23,542,0,0,6,10
"Item 000017",2023-04-23,21,0,0,4,12
"Item 000018",2023-04-23,570,0,0,6,8
"Item 000019",2023-04-23,98,0,0,4,26
"Item 000020",2023-04-23,720,0,0,6,10
"Item 000021",2023-04-23,170,0,0,4,12
"Item 000022",2023-04-23,61,0,0,6,12
"Item 000023",2023-04-23,74,0,0,6,26
"Item 000024",2023-04-23,50,0,0,6,26
"Item 000025",2023-04-23,61,0,0,4,12
"Item 000026",2023-04-23,53,0,0,4,8
"Item 000027",2023-04-23,0,0,0,4,8
"Item 000028",2023-04-23,0,0,0,6,10
"Item 000029",2023-04-23,844,0,0,4,12
"Item 000030",2023-04-23,809,0,0,4,12
"Item 000031",2023-04-23,29,0,0,6,8
"Item 000032",2023-04-23,978,0,0,6,8
"Item 000033",2023-04-23,2864,0,0,6,8
"Item 000034",2023-04-23,0,0,0,6,8
"Item 000035",2023-04-23,128,0,0,6,8
"Item 000036",2023-04-23,20,0,0,6,8
"Item 000037",2023-04-23,17,0,0,6,8
"Item 000038",2023-04-23,958,0,0,6,8
"Item 000039",2023-04-23,77,0,0,6,8
"Item 000040",2023-04-23,91,0,0,6,8
"Item 000041",2023-04-23,1131,0,0,6,8
"Item 000042",2023-04-23,306,0,0,6,8
"Item 000043",2023-04-23,560,0,0,6,8
"Item 000044",2023-04-23,868,0,0,6,8
"Item 000045",2023-04-23,23,0,0,6,8
"Item 000046",2023-04-23,154,0,0,6,8
"Item 000047",2023-04-23,0,0,0,6,8
"Item 000048",2023-04-23,181,0,0,6,8
"Item 000049",2023-04-23,519,0,0,6,8
"Item 000050",2023-04-23,42,0,0,6,8
"Item 000001",2023-04-30,161,0,0,4,8
"Item 000002",2023-04-30,21,0,0,4,6
"Item 000003",2023-04-30,46,0,0,4,12
"Item 000004",2023-04-30,62,0,0,6,6
"Item 000005",2023-04-30,26,0,0,4,12
"Item 000006",2023-04-30,561,0,0,6,6
"Item 000007",2023-04-30,88,0,0,4,8
"Item 000008",2023-04-30,867,0,0,6,10
"Item 000009",2023-04-30,84,0,0,4,12
"Item 000010",2023-04-30,110,0,0,4,12
"Item 000011",2023-04-30,87,0,0,4,8
"Item 000012",2023-04-30,71,0,0,4,12
"Item 000013",2023-04-30,854,0,0,6,10
"Item 000014",2023-04-30,100,0,0,6,10
"Item 000015",2023-04-30,85,0,0,6,12
"Item 000016",2023-04-30,901,0,0,6,10
"Item 000017",2023-04-30,22,0,0,4,12
"Item 000018",2023-04-30,883,0,0,6,8
"Item 000019",2023-04-30,71,0,0,4,26
"Item 000020",2023-04-30,855,0,0,6,10
"Item 000021",2023-04-30,170,0,0,4,12
"Item 000022",2023-04-30,75,0,0,6,12
"Item 000023",2023-04-30,91,0,0,6,26
"Item 000024",2023-04-30,95,0,0,6,26
"Item 000025",2023-04-30,77,0,0,4,12
"Item 000026",2023-04-30,57,0,0,4,8
"Item 000027",2023-04-30,74,0,0,4,8
"Item 000028",2023-04-30,82,0,0,6,10
"Item 000029",2023-04-30,689,0,0,4,12
"Item 000030",2023-04-30,874,0,0,4,12
"Item 000031",2023-04-30,29,0,0,6,8
"Item 000032",2023-04-30,978,0,0,6,8
"Item 000033",2023-04-30,2744,0,0,6,8
"Item 000034",2023-04-30,0,0,0,6,8
"Item 000035",2023-04-30,174,0,0,6,8
"Item 000036",2023-04-30,5,0,0,6,8
"Item 000037",2023-04-30,17,0,0,6,8
"Item 000038",2023-04-30,1695,0,0,6,8
"Item 000039",2023-04-30,105,0,0,6,8
"Item 000040",2023-04-30,91,0,0,6,8
"Item 000041",2023-04-30,1350,0,0,6,8
"Item 000042",2023-04-30,332,0,0,6,8
"Item 000043",2023-04-30,735,0,0,6,8
"Item 000044",2023-04-30,547,0,0,6,8
"Item 000045",2023-04-30,17,0,0,6,8
"Item 000046",2023-04-30,201,0,0,6,8
"Item 000047",2023-04-30,74,0,0,6,8
"Item 000048",2023-04-30,378,0,0,6,8
"Item 000049",2023-04-30,340,0,0,6,8
"Item 000050",2023-04-30,43,0,0,6,8
"Item 000001",2023-05-07,187,0,0,4,8
"Item 000002",2023-05-07,24,0,0,4,6
"Item 000003",2023-05-07,53,0,0,4,12
"Item 000004",2023-05-07,72,0,0,6,6
"Item 000005",2023-05-07,31,0,0,4,12
"Item 000006",2023-05-07,656,0,0,6,6
"Item 000007",2023-05-07,70,0,0,4,8
"Item 000008",2023-05-07,655,0,0,6,10
"Item 000009",2023-05-07,73,0,0,4,12
"Item 000010",2023-05-07,128,0,0,4,12
"Item 000011",2023-05-07,74,0,0,4,8
"Item 000012",2023-05-07,94,0,0,4,12
"Item 000013",2023-05-07,880,0,0,6,10
"Item 000014",2023-05-07,77,0,0,6,10
"Item 000015",2023-05-07,98,0,0,6,12
"Item 000016",2023-05-07,777,0,0,6,10
"Item 000017",2023-05-07,23,0,0,4,12
"Item 000018",2023-05-07,914,0,0,6,8
"Item 000019",2023-05-07,76,0,0,4,26
"Item 000020",2023-05-07,609,0,0,6,10
"Item 000021",2023-05-07,198,0,0,4,12
"Item 000022",2023-05-07,85,0,0,6,12
"Item 000023",2023-05-07,57,0,0,6,26
"Item 000024",2023-05-07,65,0,0,6,26
"Item 000025",2023-05-07,54,0,0,4,12
"Item 000026",2023-05-07,97,0,0,4,8
"Item 000027",2023-05-07,86,0,0,4,8
"Item 000028",2023-05-07,95,0,0,6,10
"Item 000029",2023-05-07,916,0,0,4,12
"Item 000030",2023-05-07,547,0,0,4,12
"Item 000031",2023-05-07,34,0,0,6,8
"Item 000032",2023-05-07,1141,0,0,6,8
"Item 000033",2023-05-07,3201,0,0,6,8
"Item 000034",2023-05-07,0,0,0,6,8
"Item 000035",2023-05-07,203,0,0,6,8
"Item 000036",2023-05-07,6,0,0,6,8
"Item 000037",2023-05-07,20,0,0,6,8
"Item 000038",2023-05-07,1977,0,0,6,8
"Item 000039",2023-05-07,122,0,0,6,8
"Item 000040",2023-05-07,106,0,0,6,8
"Item 000041",2023-05-07,1575,0,0,6,8
"Item 000042",2023-05-07,387,0,0,6,8
"Item 000043",2023-05-07,858,0,0,6,8
"Item 000044",2023-05-07,919,0,0,6,8
"Item 000045",2023-05-07,20,0,0,6,8
"Item 000046",2023-05-07,234,0,0,6,8
"Item 000047",2023-05-07,86,0,0,6,8
"Item 000048",2023-05-07,441,0,0,6,8
"Item 000049",2023-05-07,397,0,0,6,8
"Item 000050",2023-05-07,50,0,0,6,8
"Item 000001",2023-05-14,187,0,0,4,8
"Item 000002",2023-05-14,24,0,0,4,6
"Item 000003",2023-05-14,53,0,0,4,12
"Item 000004",2023-05-14,72,0,0,6,6
"Item 000005",2023-05-14,31,0,0,4,12
"Item 000006",2023-05-14,949,0,0,6,6
"Item 000007",2023-05-14,61,0,0,4,8
"Item 000008",2023-05-14,994,0,0,6,10
"Item 000009",2023-05-14,51,0,0,4,12
"Item 000010",2023-05-14,128,0,0,4,12
"Item 000011",2023-05-14,77,0,0,4,8
"Item 000012",2023-05-14,92,0,0,4,12
"Item 000013",2023-05-14,698,0,0,6,10
"Item 000014",2023-05-14,97,0,0,6,10
"Item 000015",2023-05-14,59,0,0,6,12
"Item 000016",2023-05-14,991,0,0,6,10
"Item 000017",2023-05-14,24,0,0,4,12
"Item 000018",2023-05-14,988,0,0,6,8
"Item 000019",2023-05-14,94,0,0,4,26
"Item 000020",2023-05-14,997,0,0,6,10
"Item 000021",2023-05-14,198,0,0,4,12
"Item 000022",2023-05-14,63,0,0,6,12
"Item 000023",2023-05-14,82,0,0,6,26
"Item 000024",2023-05-14,60,0,0,6,26
"Item 000025",2023-05-14,68,0,0,4,12
"Item 000026",2023-05-14,67,0,0,4,8
"Item 000027",2023-05-14,86,0,0,4,8
"Item 000028",2023-05-14,95,0,0,6,10
"Item 000029",2023-05-14,764,0,0,4,12
"Item 000030",2023-05-14,690,0,0,4,12
"Item 000031",2023-05-14,34,0,0,6,8
"Item 000032",2023-05-14,1141,0,0,6,8
"Item 000033",2023-05-14,3201,0,0,6,8
"Item 000034",2023-05-14,0,0,0,6,8
"Item 000035",2023-05-14,203,0,0,6,8
"Item 000036",2023-05-14,6,0,0,6,8
"Item 000037",2023-05-14,20,0,0,6,8
"Item 000038",2023-05-14,1977,0,0,6,8
"Item 000039",2023-05-14,122,0,0,6,8
"Item 000040",2023-05-14,106,0,0,6,8
"Item 000041",2023-05-14,1575,0,0,6,8
"Item 000042",2023-05-14,387,0,0,6,8
"Item 000043",2023-05-14,858,0,0,6,8
"Item 000044",2023-05-14,830,0,0,6,8
"Item 000045",2023-05-14,20,0,0,6,8
"Item 000046",2023-05-14,234,0,0,6,8
"Item 000047",2023-05-14,86,0,0,6,8
"Item 000048",2023-05-14,441,0,0,6,8
"Item 000049",2023-05-14,397,0,0,6,8
"Item 000050",2023-05-14,50,0,0,6,8
"Item 000001",2023-05-21,187,0,0,4,8
"Item 000002",2023-05-21,24,0,0,4,6
"Item 000003",2023-05-21,53,0,0,4,12
"Item 000004",2023-05-21,72,0,0,6,6
"Item 000005",2023-05-21,31,0,0,4,12
